Ticker,Sector,Price,Volume,Fifty Day Average
KRNLU,Financial Services,10.9,19,10.76376
KRNLW,Financial Services,0.0573,9000,-1
KRNT,Industrials,18.4,314497,17.4776
KRNY,Financial Services,6.16,302414,6.9262
KRON,Healthcare,1.2,212455,1.1236
KROP,-1,-1,1152,10.4759
KROS,Healthcare,69.02,330002,59.7258
KRRO,Healthcare,65.0,19852,52.224
KRT,Consumer Cyclical,29.07,68605,26.3616
KRUS,Consumer Cyclical,107.08,120228,96.6648
KRYS,Healthcare,169.8,246844,136.5228
KSCP,Industrials,0.4712,1393925,0.51506
KSPI,Technology,120.05,418845,99.37407
KTCC,Technology,4.85,17769,4.5714
KTOS,Industrials,17.77,999361,18.206
KTRA,Healthcare,0.0915,1682788,0.11376
KTTA,Healthcare,7.1716,1151,7.06732
KTTAW,Healthcare,0.0136,1729,-1
KURA,Healthcare,21.35,560339,19.6568
KVAC,Financial Services,10.45,31303,10.4003
KVACU,Financial Services,10.48,100,10.43294
KVACW,Financial Services,0.0356,1070,-1
KVHI,Technology,5.0,248830,4.8822
KWE,Industrials,1.35,30928,1.26828
KWESW,Industrials,0.14,1961,-1
KXIN,Consumer Cyclical,0.2051,88389,0.35832
KYCH,Financial Services,10.98,38930,10.92594
KYCHR,-1,0.2425,9173,-1
KYCHU,Financial Services,10.78,-1,10.78
KYCHW,-1,-1,64360,-1
KYMR,Healthcare,40.82,618088,36.252
KYTX,-1,26.9,333787,28.45893
KZIA,Healthcare,0.2542,3302579,0.2904
KZR,Healthcare,0.965,1325736,0.909
LAB,Healthcare,2.7,2206219,2.4192
LABP,Healthcare,7.67,10965,5.58308
LAES,Technology,1.69,1362218,2.1144
LAKE,Consumer Cyclical,15.64,15534,17.2978
LAMR,Real Estate,118.07,428497,109.333
LANC,Consumer Defensive,205.74,120047,191.0526
LAND,Real Estate,13.17,140391,13.4882
LANDM,Real Estate,24.15,409,23.95252
LANDO,Real Estate,20.06,8266,20.25704
LANDP,Real Estate,19.75,35931,19.63036
LARK,Financial Services,19.2,1701,20.0494
LASE,Industrials,2.03,9727071,1.23568
LASR,Technology,12.91,155805,13.169
LATG,Financial Services,11.22,65794,11.1332
LATGU,Financial Services,11.08,-1,11.1122
LAUR,Consumer Defensive,14.06,434639,13.1372
LAZR,Consumer Cyclical,1.79,4216751,2.4395
LBAI,Financial Services,12.49,408418,12.7656
LBPH,Healthcare,19.97,653913,21.7066
LBRDA,Communication Services,56.72,65698,65.7892
LBRDK,Communication Services,56.94,1856188,66.0236
LBRDP,Communication Services,23.85,16632,22.70872
LBTYA,Communication Services,17.13,1942221,18.4502
LBTYB,Communication Services,16.99,19,18.7508
LBTYK,Communication Services,17.83,1671942,19.478
LCFY,Communication Services,4.955,15195,6.78254
LCFYW,Communication Services,2.99,2,-1
LCID,Consumer Cyclical,2.86,22022352,3.1563
LCNB,Financial Services,15.57,31724,14.6568
LCUT,Consumer Cyclical,9.6,75072,8.8908
LDEM,-1,-1,1806,42.91192
LDSF,-1,-1,13778,18.76934
LDTC,Technology,3.32,18649,4.02964
LDTCW,Technology,0.1195,1060,-1
LDWY,Communication Services,6.14,1254,4.9342
LE,Consumer Cyclical,8.04,72345,9.1024
LECO,Industrials,257.05,245288,236.2296
LEDS,Technology,1.4,9194,1.4368
LEE,Communication Services,13.57,34931,10.1916
LEGH,Consumer Cyclical,20.86,183352,24.4324
LEGN,Healthcare,58.24,1254215,60.9704
LEGR,-1,-1,19157,41.3168
LESL,Consumer Cyclical,7.53,3698837,7.2272
LEXX,Healthcare,3.44,847470,2.5349
LEXXW,Healthcare,1.34,7394,-1
LFCR,Healthcare,5.04,798282,7.4254
LFLY,Healthcare,2.83,45117,3.6192
LFLYW,-1,-1,32232,-1
LFMD,Healthcare,11.24,945514,7.0736
LFMDP,Healthcare,22.74,3948,19.50868
LFST,Healthcare,6.08,850275,6.736
LFUS,Technology,231.38,262098,239.491
LFVN,Consumer Defensive,6.93,18350,6.3551
LFWD,Healthcare,4.72,53529,6.30732
LGCB,Consumer Cyclical,2.26,48911,1.74976
LGCL,Technology,3.38,73149,3.3141668
LGHL,Financial Services,0.8012,108716,1.01788
LGHLW,Financial Services,0.0051,42187,-1
LGIH,Consumer Cyclical,112.71,166163,117.6462
LGMK,Healthcare,1.08,9145,1.02812
LGND,Healthcare,72.96,85902,74.2614
LGO,Basic Materials,1.66,101133,1.9674
LGRO,-1,-1,2979,29.11638
LGVC,Financial Services,11.0,21121,10.89074
LGVCU,Financial Services,10.97,-1,10.827
LGVCW,Financial Services,0.0709,-1,-1
LGVN,Healthcare,0.39,185000,0.64496
LI,Consumer Cyclical,31.53,21818809,33.2356
LIBY,Financial Services,11.07,11991,11.0638
LIBYU,Financial Services,10.95,185,11.2266
LIBYW,Financial Services,0.03,9114,0.01836
LICN,Industrials,1.11,28119,1.33746
LIDR,Technology,1.69,2854668,1.3967
LIDRW,Technology,0.015,149131,0.00766
LIFE,Healthcare,2.02,887229,1.7396
LIFW,Healthcare,0.7673,198826,1.01002
LIFWW,Healthcare,0.0033,122583,0.065
LIFWZ,Healthcare,0.0855,900,-1
LILA,Communication Services,6.74,784383,6.681
LILAK,Communication Services,6.78,2137580,6.7496
LILM,Industrials,0.9253,6069601,0.91586
LILMW,Industrials,0.0903,20650,0.10194
LIN,Basic Materials,466.3,2493661,431.3782
LINC,Consumer Defensive,10.65,93632,9.6878
LIND,Consumer Cyclical,9.4,269727,9.0884
LINK,Technology,11.3714,7305,12.05848
LIPO,Healthcare,0.7749,33438,0.94568
LIQT,Industrials,3.08,15655,3.2736
LITE,Technology,50.56,1197822,51.0082
LITM,Basic Materials,0.89,56444,1.00844
LITP,-1,-1,13111,9.81078
LIVE,Consumer Cyclical,25.99,3114,25.9644
LIVN,Healthcare,56.28,1377213,51.7224
LIXT,Healthcare,2.3092,6098,2.2802
LIXTW,Healthcare,0.0512,2360,0.07294
LKCO,Technology,0.695,51706,0.62856
LKFN,Financial Services,64.25,80371,64.7566
LKQ,Consumer Cyclical,52.94,765886,49.464
LLYVA,Communication Services,42.03,183643,36.979
LLYVK,Communication Services,43.44,368343,37.9204
LMAT,Healthcare,67.34,66902,61.813
LMB,Industrials,44.43,131024,43.676
LMBS,-1,-1,380600,48.2124
LMFA,Financial Services,2.9,43132,3.07432
LMNR,Consumer Defensive,19.85,74899,18.3778
LNKB,Financial Services,6.97,40713,7.1477
LNSR,Healthcare,3.65,51265,4.18938
LNT,Utilities,48.9,1733284,48.743
LNTH,Healthcare,58.72,674221,58.2297
LNW,Consumer Cyclical,107.2,772531,89.728
LNZA,Industrials,2.86,325485,3.6986
LNZAW,-1,-1,4055,-1
LOAN,Real Estate,4.8,28263,4.7872
LOBO,Consumer Cyclical,3.47,1566090,-1
LOCO,Consumer Cyclical,9.03,253157,9.0026
LOGI,Technology,89.8,311355,88.868
LOOP,Basic Materials,2.81,13692,3.2191
LOPE,Consumer Defensive,133.16,116574,130.4224
LOT,Consumer Cyclical,7.1,92888,9.67104
LOTWW,Consumer Cyclical,0.55,14767,-1
LOVE,Consumer Cyclical,22.83,249465,23.2326
LPCN,Healthcare,4.11,15284,3.89492
LPLA,Financial Services,273.77,433383,252.8952
LPRO,Financial Services,7.4,430411,7.4144
LPSN,Technology,1.02,3152939,2.3108
LPTH,Technology,1.45,21773,1.4564
LPTX,Healthcare,2.55,289672,2.9233
LQDA,Healthcare,16.24,591940,13.8608
LQDT,Consumer Cyclical,18.03,128374,17.2838
LQR,Consumer Defensive,1.38,74079,1.8472667
LRCX,Technology,982.57,1407270,882.386
LRE,Real Estate,3.7001,2552,4.92288
LRFC,Financial Services,22.66,2641,22.53356
LRGE,-1,-1,108551,64.4059
LRHC,Real Estate,1.78,27601,1.7393
LRMR,Healthcare,8.56,440479,8.1007
LRND,-1,-1,213,29.96318
LSAK,Technology,3.68,14204,3.5634
LSBK,Financial Services,11.7,1304,11.649
LSCC,Technology,79.06,1676517,71.2548
LSDI,Healthcare,1.37,27942,2.0577
LSEA,Real Estate,13.5,238551,12.4536
LSEAW,Real Estate,0.35,94390,-1
LSTA,Healthcare,3.35,166839,2.9338
LSTR,Industrials,187.01,167497,190.8718
LSXMA,Communication Services,28.83,2190700,30.198
LSXMB,Communication Services,28.74,202,30.5534
LSXMK,Communication Services,28.91,2115880,30.0938
LTBR,Industrials,2.96,229884,3.022
LTRN,Healthcare,9.03,306326,4.93342
LTRX,Technology,3.61,200853,4.9712
LTRY,Consumer Cyclical,2.25,6020,2.38074
LTRYW,-1,-1,5960,-1
LUCD,Healthcare,1.11,242476,1.3206
LUCY,Healthcare,0.308,170796,0.39524
LUCYW,Healthcare,0.0826,3063,0.0786
LULU,Consumer Cyclical,478.84,3248189,465.576
LUMO,Healthcare,2.9,20525,2.962
LUNA,Technology,4.01,476478,6.6754
LUNG,Healthcare,9.39,365396,11.9866
LUNR,Industrials,6.23,9980620,4.7902
LUNRW,-1,-1,416679,-1
LUXH,Consumer Cyclical,2.14,296970,3.358
LUXHP,Consumer Cyclical,22.75,4331,22.23838
LVHD,-1,-1,220588,35.51584
LVLU,Consumer Cyclical,1.48,36277,1.963
LVO,Communication Services,2.05,514827,1.5736
LVRO,Basic Materials,6.0,14694,7.48762
LVROW,-1,-1,22801,-1
LVTX,Healthcare,3.25,415394,2.0692
LWAY,Consumer Defensive,14.76,175384,12.1414
LWLG,Basic Materials,4.27,509529,4.3392
LX,Financial Services,1.91,3662399,1.8527
LXEH,Consumer Defensive,0.74,16996404,4.6213
LXEO,Healthcare,15.02,81425,15.805
LXRX,Healthcare,2.41,2368926,2.1994
LYEL,Healthcare,2.04,862959,2.1648
LYFT,Technology,20.28,26100827,15.0116
LYRA,Healthcare,6.07,107680,5.228
LYT,Technology,4.97,96224,4.9522
LYTS,Technology,15.47,87890,14.0794
LZ,Industrials,13.21,1474094,11.4066
MACA,Financial Services,11.11,1,11.05694
MACAU,Financial Services,10.97,-1,10.72396
MACAW,Financial Services,0.073,20,-1
MACK,Healthcare,14.69,87498,14.0406
MAGQ,-1,-1,529,24.53282
MAGS,-1,-1,334274,36.604
MAGX,-1,-1,13293,25.906
MAMA,Consumer Defensive,4.9,216662,4.7074
MANH,Technology,252.92,311482,240.1862
MAPS,Technology,0.9554,232178,0.90876
MAPSW,Technology,0.065,8297,-1
MAQC,Financial Services,10.94,2448,11.03414
MAQCU,Financial Services,11.07,-1,11.08884
MAQCW,Financial Services,0.035,2000,-1
MAR,Consumer Cyclical,255.27,1528224,242.8012
MARA,Financial Services,21.78,64652222,21.6242
MARPS,Energy,4.11,1345,4.3772
MARX,Financial Services,10.69,1372,10.66534
MARXR,-1,-1,16317,-1
MARXU,Financial Services,10.8,1,10.7728
MASI,Healthcare,133.07,276099,129.5334
MASS,Healthcare,6.88,90674,7.319
MAT,Consumer Cyclical,19.71,1961456,18.927
MATH,Financial Services,1.48,35138,1.5796
MATW,Industrials,29.77,127537,30.6036
MAXI,-1,-1,13349,23.47466
MAXN,Technology,3.3,1793420,4.4854
MAYS,Real Estate,43.56,155,43.7436
MBB,-1,-1,1795202,92.4232
MBCN,Financial Services,24.79,6147,26.154
MBIN,Financial Services,43.26,137918,41.8751
MBINM,Financial Services,25.3,15403,25.21722
MBINN,Financial Services,21.07,10397,21.20986
MBINO,Financial Services,24.35,20180,24.41056
MBINP,Financial Services,24.9725,14698,25.12464
MBIO,Healthcare,1.12,392702,1.29692
MBLY,Consumer Cyclical,31.4,6218395,27.3662
MBNKP,Financial Services,24.65,422,24.52762
MBOT,Healthcare,1.15,78837,1.269
MBRX,Healthcare,0.442,660506,0.5565506
MBTC,Financial Services,11.62,486,11.2392
MBTCR,-1,0.1281,16077,-1
MBTCU,Financial Services,10.41,60,10.9588
MBUU,Consumer Cyclical,41.31,211062,45.6932
MBWM,Financial Services,37.43,56046,38.0728
MCAA,Financial Services,11.49,84588,11.38494
MCAAU,Financial Services,11.67,3,11.250314
MCAAW,Financial Services,0.0701,400,-1
MCAC,Financial Services,11.08,16784,10.9641
MCACR,-1,0.1501,74,-1
MCACU,Financial Services,11.54,-1,10.88
MCACW,Financial Services,0.0227,321,-1
MCAF,Financial Services,12.3006,1344,14.88772
MCAFR,-1,0.18,2990,-1
MCAFU,Financial Services,13.04,600,15.6944
MCAG,Financial Services,10.8,-1,10.73026
MCAGR,-1,0.1039,93,-1
MCAGU,Financial Services,10.6,-1,10.75
MCBC,Financial Services,9.77,45446,10.2216
MCBS,Financial Services,24.16,40500,23.8647
MCFT,Consumer Cyclical,23.04,83627,21.2988
MCHI,-1,-1,3386081,38.4978
MCHP,Technology,88.87,5317161,86.0804
MCHS,-1,-1,45,24.768076
MCHX,Communication Services,1.41,28504,1.341
MCRB,Healthcare,0.7953,2636171,1.08034
MCRI,Consumer Cyclical,73.16,74724,69.059
MCSE,-1,-1,80,15.01526
MCVT,Financial Services,2.55,158,2.63998
MDAI,Healthcare,2.63,1233288,2.203
MDAIW,Healthcare,0.2298,81655,-1
MDB,Technology,360.15,1167114,418.3904
MDBH,Financial Services,10.4484,6975,11.14298
MDCP,-1,-1,3,26.97508
MDGL,Healthcare,255.27,368265,234.8076
MDGS,Healthcare,2.75,3061,2.97962
MDIA,Communication Services,0.472,1052,0.52744
MDIV,-1,-1,78442,15.5434
MDJH,Real Estate,1.45,459,1.24502
MDLZ,Consumer Defensive,72.21,5850634,73.1968
MDRR,Real Estate,6.07,3896,5.31624
MDRRP,Real Estate,24.2278,474,24.18714
MDWD,Healthcare,15.95,115281,13.6912
MDXG,Healthcare,8.16,628646,8.0782
MDXH,Healthcare,2.55,44351,3.55862
ME,Healthcare,0.4372,5920164,0.64382
MEDP,Healthcare,413.31,173521,350.3754
MEDS,Healthcare,21.65,33832,9.85944
MEDX,-1,-1,349,29.19534
MEGL,Financial Services,0.67,85393,0.80932
MEIP,Healthcare,3.63,19177,4.4796
MELI,Consumer Cyclical,1555.69,491252,1658.4972
MEMS,-1,-1,5513,25.537477
MEOH,Basic Materials,44.41,106899,44.4392
MERC,Basic Materials,9.88,206066,8.8128
MESA,Industrials,0.859,182320,0.9106
MESO,Healthcare,2.26,59560,2.007
META,Communication Services,507.76,9684867,449.3268
METC,Basic Materials,16.65,575773,18.3848
METCB,Basic Materials,12.29,11095,12.3244
METCL,-1,-1,1494,25.5528
MFH,Financial Services,1.55,13130,2.46586
MFIC,Financial Services,14.71,451332,14.1546
MFICL,-1,25.4,6083,25.095
MFIN,Financial Services,7.87,85557,9.0334
MFLX,-1,-1,66,16.94286
MGAM,Communication Services,0.2002,130050,0.24556
MGEE,Utilities,76.55,386756,68.9736
MGIC,Technology,12.05,62011,10.7308
MGIH,Consumer Cyclical,1.47,38203,1.5562
MGNI,Communication Services,10.56,1858968,10.026
MGNX,Healthcare,15.39,669113,15.667
MGOL,Communication Services,0.3652,51359,0.4367
MGPI,Consumer Defensive,84.53,156054,86.0776
MGRC,Industrials,122.66,227378,121.3972
MGRM,Healthcare,2.28,323071,2.97042
MGRX,Healthcare,0.1975,821642,0.27196
MGTX,Healthcare,6.46,119082,6.2704
MGX,Healthcare,11.31,63603,11.571786
MGYR,Financial Services,11.04,1331,11.4154
MHLD,Financial Services,1.93,220735,1.6334
MHUA,Healthcare,0.8351,384423,0.86236
MICS,Technology,1.07,12594,0.8676
MIDD,Industrials,156.7,552791,146.8478
MIGI,Financial Services,1.55,250881,2.0318
MILN,-1,-1,10955,36.86928
MIND,Technology,5.12,2150,5.9588
MINDP,Technology,10.3731,4909,8.44252
MINM,Technology,6.01,140214,4.3382
MIRA,Healthcare,1.26,236641,1.06958
MIRM,Healthcare,26.04,470737,27.5424
MIST,Healthcare,1.56,326385,1.5961
MITA,Financial Services,10.75,4083,10.7421
MITAU,Financial Services,11.19,-1,10.8566
MITAW,Financial Services,0.066,-1,-1
MITK,Technology,12.46,561219,12.1326
MKAM,-1,-1,375,27.12828
MKSI,Technology,127.5,808884,116.4664
MKTW,Technology,1.77,206430,2.116
MKTX,Financial Services,223.81,368925,233.992
MLAB,Technology,106.53,59203,100.228
MLCO,Consumer Cyclical,6.98,2656700,8.0394
MLEC,Healthcare,1.28,66998,1.85206
MLECW,Healthcare,0.0302,660,-1
MLGO,Technology,0.425,2620473,0.61036
MLKN,Consumer Cyclical,29.88,736879,28.2206
MLTX,Healthcare,52.37,354656,54.3512
MLYS,Healthcare,13.09,417859,12.646
MMAT,Technology,1.96,207562,4.0202
MMLP,Energy,2.595,21982,2.388
MMSI,Healthcare,73.07,300014,77.7328
MMV,Communication Services,0.8747,8140,0.99386
MMVWW,Communication Services,0.0199,100,-1
MMYT,Consumer Cyclical,68.53,686437,56.5044
MNDO,Technology,1.91,48409,2.0938
MNDY,Technology,229.25,663713,214.0308
MNKD,Healthcare,4.76,2202327,3.8428
MNMD,Healthcare,9.76,2630391,5.3915
MNOV,Healthcare,1.42,82307,1.4042
MNPR,Healthcare,0.7001,214143,0.60134
MNRO,Consumer Cyclical,30.72,298621,31.1856
MNSB,Financial Services,18.39,36683,19.3866
MNSBP,Financial Services,23.5816,200,23.77534
MNST,Consumer Defensive,59.88,3103991,57.2166
MNTK,Utilities,4.21,455331,6.3193
MNTL,-1,-1,11,25.75375
MNTS,Industrials,0.4578,720823,0.77872
MNTSW,Industrials,0.007,42662,-1
MNTX,Industrials,6.89,74315,7.2236
MNY,Communication Services,1.38,74904,1.58024
MNYWW,Communication Services,0.09,25862,0.06832
MOB,Technology,1.28,16411,1.4259
MOBBW,Technology,0.2566,11460,0.2599
MOBX,Technology,2.25,116195,2.5066
MOBXW,Technology,0.202,5343,-1
MODD,Healthcare,1.9,62975,1.7545
MODL,-1,-1,51499,34.3148
MODV,Healthcare,26.18,369364,37.5686
MOFG,Financial Services,23.33,33041,23.896
MOGO,Technology,1.98,135263,1.77664
MOLN,Healthcare,3.88,112,4.4362
MOMO,Communication Services,5.91,2093619,6.3545
MOND,Consumer Cyclical,2.34,295482,2.3011
MOOD,-1,-1,265,27.05774
MOR,Healthcare,18.03,199205,14.9012
MORF,Healthcare,34.65,306148,34.0562
MORN,Financial Services,305.24,71168,287.2958
MOTS,Healthcare,0.51,139468,0.7875
MOVE,Healthcare,0.3925,112658,0.61008
MPAA,Consumer Cyclical,8.02,49318,9.099
MPB,Financial Services,20.6,23231,21.4642
MPWR,Technology,675.24,635113,675.4154
MQ,Technology,6.28,2484073,6.1796
MRAI,Healthcare,2.15,93733,1.5205
MRAM,Technology,8.36,95486,8.5444
MRBK,Financial Services,9.95,7289,10.9195
MRCC,Financial Services,7.11,49909,7.271
MRCY,Industrials,28.67,465128,29.983
MREO,Healthcare,2.96,1012639,3.5221
MRIN,Technology,0.3465,337767,0.3628
MRKR,Healthcare,4.64,23729,4.2674
MRM,Consumer Cyclical,6.0,1693,5.97128
MRNA,Healthcare,104.09,2191425,98.9589
MRNO,-1,-1,71126,-1
MRNOW,-1,-1,102717,-1
MRNS,Healthcare,9.01,370077,9.7228
MRSN,Healthcare,4.81,1436842,4.0759
MRTN,Industrials,18.41,369117,19.2394
MRUS,Healthcare,46.84,664086,41.0728
MRVI,Healthcare,8.16,5502765,6.5776
MRVL,Technology,66.59,17404200,69.4064
MSAI,Technology,2.48,35967,2.6512
MSAIW,Technology,0.0665,29090,-1
MSBI,Financial Services,25.1,58218,25.1014
MSBIP,Financial Services,25.25,2213,24.92372
MSEX,Utilities,51.33,81095,55.0918
MSFD,-1,-1,51218,14.5121
MSFL,-1,-1,9464,25.689167
MSFT,Technology,429.37,21241322,405.95
MSFU,-1,-1,345714,44.1094
MSGM,Communication Services,2.25,6562,2.44926
MSS,Consumer Defensive,1.33,137530,1.24158
MSSA,Financial Services,11.08,21367,11.0228
MSSAR,-1,0.09,77276,-1
MSSAU,Financial Services,11.0537,-1,11.0537
MSSAW,Financial Services,0.0039,99310,-1
MSTR,Technology,1599.29,3102982,838.7056
MTC,Technology,2.3,612203,1.78234
MTCH,Communication Services,35.69,6107467,36.148
MTEK,Technology,1.39,89302,1.23468
MTEKW,Technology,0.056,815,-1
MTEM,Healthcare,1.8,22989,3.5008
MTEX,Consumer Defensive,8.565,335,8.9208
MTLS,Technology,5.11,84784,5.6248
MTRX,Industrials,12.94,121463,11.131
MTSI,Technology,98.28,510778,87.7598
MTTR,Technology,1.89,2568768,2.2003
MU,Technology,109.85,89231055,88.247
MULN,Consumer Cyclical,4.57,1824094,7.5926
MURA,Healthcare,4.37,207565,4.7966
MVBF,Financial Services,21.65,14712,21.635
MVIS,Technology,1.74,3551924,2.2932
MVLA,Technology,0.1075,14373558,0.34906
MVLAW,-1,-1,593952,-1
MVST,Industrials,0.7513,6283302,0.86
MVSTW,Industrials,0.095,25950,-1
MXCT,Healthcare,4.51,650432,4.7403
MXL,Technology,18.42,584163,19.9554
MYFW,Financial Services,15.13,11935,15.6
MYGN,Healthcare,22.3,658983,21.796
MYMD,Healthcare,2.87,11244,4.1248
MYNA,Technology,4.5,2023,5.066
MYNZ,Healthcare,1.0457,31741,1.01204
MYPS,Communication Services,2.55,467939,2.2635
MYPSW,Communication Services,0.09,10300,0.0734
MYRG,Industrials,169.75,97744,152.8406
MYSZ,Technology,0.46,189879,0.4521
NA,Technology,1.7199,16866,1.64552
NAAS,Consumer Cyclical,1.15,1508237,1.4598
NAII,Consumer Defensive,5.95,7537,6.074
NAMS,Healthcare,22.45,67687,20.8212
NAMSW,Healthcare,10.52,19503,9.52324
NAOV,Healthcare,0.89,26650,0.98502
NARI,Healthcare,45.22,1325779,53.274
NATH,Consumer Cyclical,70.17,3076,69.5426
NATR,Consumer Defensive,19.41,66718,17.9452
NAUT,Healthcare,2.76,65067,2.83
NAVI,Financial Services,16.98,672801,16.695
NB,Basic Materials,2.42,47190,2.8162
NBBK,Financial Services,13.69,143546,14.045
NBIX,Healthcare,143.74,2494434,136.481
NBN,Financial Services,53.58,30001,53.1904
NBSE,Healthcare,1.03,160676,0.761778
NBST,Financial Services,10.87,5,10.798
NBSTU,Financial Services,10.75,1,10.746
NBSTW,Financial Services,0.0417,3396,-1
NBTB,Financial Services,35.9,383488,35.7226
NBTX,Healthcare,6.5,3118,7.10564
NCMI,Communication Services,5.305,1427282,4.1476
NCNA,Healthcare,0.2897,1006580,0.31888
NCNC,Consumer Cyclical,0.229,315320,0.1843
NCNCW,Consumer Cyclical,0.0071,4714,-1
NCNO,Technology,30.39,831636,31.1355
NCPB,-1,-1,1,25.038727
NCPL,Financial Services,0.1221,558577,0.16048
NCPLW,Financial Services,0.029,2000,-1
NCRA,Consumer Defensive,1.22,832,1.2248
NCSM,Energy,16.08,14087,15.53102
NCTY,Communication Services,5.56,40738,5.6496
NDAQ,Financial Services,61.84,15153205,57.5006
NDLS,Consumer Cyclical,1.91,269600,2.4512
NDRA,Healthcare,0.9398,341889,1.11564
NDSN,Industrials,270.14,144072,260.0702
NECB,Financial Services,15.43,30584,16.1768
NEGG,Consumer Cyclical,1.15,861171,0.9302
NEO,Healthcare,15.44,577521,15.4168
NEOG,Healthcare,15.45,1422376,16.6084
NEON,Technology,1.26,9378,1.6512
NEOV,Industrials,0.92,29584,1.3599
NEOVW,Industrials,0.147,5530,-1
NEPH,Healthcare,2.21,4252,3.2508
NERD,-1,-1,2474,15.528
NERV,Healthcare,2.59,33692,6.5322
NETD,Financial Services,10.42,14167,10.4455
NETDU,Financial Services,10.48,200,10.492
NETDW,Financial Services,0.105,6100,-1
NEWT,Financial Services,10.65,167024,11.7418
NEWTI,-1,-1,110,25.0644
NEWTL,-1,25.1,2074,24.88282
NEWTZ,-1,-1,3141,23.93934
NEXI,Healthcare,5.87,19861,8.1506
NEXN,Communication Services,5.08,20019,5.0542
NEXT,Energy,5.52,635253,4.9724
NFBK,Financial Services,9.59,167266,10.9992
NFE,Utilities,29.9,1165023,32.823
NFLX,Communication Services,622.71,2499609,565.8404
NFTY,-1,-1,24291,55.9164
NGM,Healthcare,1.56,1016574,1.4968
NGMS,Consumer Cyclical,28.88,220574,28.2807
NGNE,Healthcare,49.22,197741,32.5858
NHTC,Consumer Cyclical,6.42,27078,6.2258
NICE,Technology,256.4,566808,226.072
NICK,Financial Services,6.86,3640,6.9802
NIKL,-1,-1,2985,12.77276
NIOBW,-1,-1,1114,-1
NISN,Financial Services,4.48,126357,4.5054
NITO,Basic Materials,1.2452,12866,1.58438
NIU,Consumer Cyclical,1.74,220737,1.811
NKGN,Healthcare,2.22,833443,1.80946
NKGNW,Healthcare,0.1699,10589,-1
NKLA,Industrials,0.65,73409477,0.6977
NKSH,Financial Services,34.11,8473,31.985
NKTR,Healthcare,0.8973,731852,0.6862
NKTX,Healthcare,12.98,674534,10.7091
NLSP,Healthcare,0.1699,4023619,0.42166
NLSPW,Healthcare,0.0277,43686,0.064
NMFC,Financial Services,12.36,431056,12.7576
NMFCZ,-1,-1,15528,25.8323
NMHI,Industrials,0.9,347912,7.449
NMHIW,Industrials,0.069,66373,-1
NMIH,Financial Services,31.31,430137,30.08
NMRA,Healthcare,13.98,787212,16.5412
NMRK,Real Estate,11.33,1169340,10.4002
NMTC,Healthcare,1.11,100573,1.2407
NN,Technology,5.66,2035577,4.2044
NNAG,Financial Services,10.3,26281,10.256
NNAGR,-1,0.178,-1,-1
NNAGU,Financial Services,10.5,1630,10.424608
NNAGW,Financial Services,0.0234,28400,-1
NNAVW,Technology,1.73,142160,-1
NNBR,Industrials,5.07,198935,4.6082
NNDM,Technology,2.69,4062659,2.5818
NNOX,Healthcare,10.24,6905044,7.9822
NODK,Financial Services,15.27,7533,13.7421
NOTV,Healthcare,10.0,403077,5.6248
NOVT,Technology,175.68,118805,163.498
NOVV,Financial Services,11.47,548,11.597
NOVVR,-1,0.2003,20,-1
NOVVU,Financial Services,11.66,-1,11.6852
NOVVW,Financial Services,0.0115,26504,-1
NPAB,Financial Services,10.78,7381,10.73396
NPABU,Financial Services,10.78,2050,10.6456
NPABW,Financial Services,0.0499,3000,-1
NPCE,Healthcare,13.56,67456,14.7056
NPFI,-1,-1,3,25.2935
NRBO,Healthcare,4.58,66472,4.53588
NRC,Healthcare,40.4,80000,39.4938
NRDS,Communication Services,15.73,429174,15.6736
NRES,-1,-1,1,25.821236
NRIM,Financial Services,49.96,6911,50.2474
NRIX,Healthcare,13.02,403702,10.4862
NRSN,Healthcare,1.81,210956,1.34948
NRSNW,Healthcare,0.27,9879,-1
NRXP,Healthcare,0.5051,1033480,0.45402
NRXPW,Healthcare,0.164,5280,-1
NSCR,-1,-1,3935,25.4835
NSI,-1,-1,1858,25.88092
NSIT,Technology,187.09,204077,185.5342
NSPR,Healthcare,2.32,47215,2.743
NSSC,Industrials,39.25,433082,39.8008
NSTS,Financial Services,9.4,9049,9.56536
NSYS,Healthcare,13.4,73833,10.8636
NTAP,Technology,105.07,1431097,91.9108
NTBL,Healthcare,1.71,101016,1.3145
NTCT,Technology,21.63,438059,21.7748
NTES,Communication Services,106.84,907244,102.851
NTGR,Technology,15.5,186137,14.4632
NTIC,Basic Materials,14.11,22172,13.307
NTLA,Healthcare,27.65,1290272,27.6728
NTNX,Technology,62.48,3201475,58.2042
NTRA,Healthcare,91.87,1492014,74.6528
NTRB,Healthcare,2.46,21724,2.57154
NTRBW,Healthcare,0.3121,7131,0.30574
NTRP,Consumer Cyclical,4.62,8208,3.478488
NTRS,Financial Services,86.5,1091216,81.2934
NTRSO,Financial Services,22.63,43447,22.38694
NTWK,Technology,2.91,21151,2.5662
NTZG,-1,-1,7,30.52774
NUKK,Technology,0.8957,328459,1.3394428
NUKKW,Technology,0.065,7641,0.038
NURO,Healthcare,4.07,73296,3.4072
NUSB,-1,-1,15200,25.0325
NUTX,Healthcare,0.1031,2100841,0.13006
NUVL,Healthcare,79.54,258834,80.5242
NUWE,Healthcare,0.432,193977,0.5066
